JT_ID,Job_Title,Titre_de_poste,Job_Function,Fonction_professionnelle,Job_Family,Famille_d'emplois,Managerial_Level,Niveau_de_gestion,2016_NOC_UID,2016_NOC_Title,2016_CNP_Titre,2021_NOC_UID,2021_NOC_Title,2021_CNP_Titre,Match_Key,PSES_Subset_Mapping,Job_Bank_GC,NOC match,"Change to ""title"" / ""NOC""",GEDS_adv search - title/contains (where JobBank=n),,Other consideration,Alternate option_Job Title / Consideration,Alt op_JT secondary
1026,Rail Car Inspector,Inspecteur(rice) de wagons - secteur ferroviaire,Transportation,Transport,Rail,Voies ferrées,Employee,Employé(e),7314,7314 Railway carmen/women,7314 Réparateurs / réparatrices de wagons,72403,Railway carmen/women,Réparateurs / réparatrices de wagons,1026,Non-supervisor,y,y,Railway Car Inspector in Canada | Labour Market Facts and Figures - Job Bank,n,,,,
1027,Rail Cargo Inspector,Inspecteur(rice) de fret ferroviaire,Transportation,Transport,Rail,Voies ferrées,Employee,Employé(e),7314,7314 Railway carmen/women,7314 Réparateurs / réparatrices de wagons,72403,Railway carmen/women,Réparateurs / réparatrices de wagons,1027,Non-supervisor,n,,,n,,,,
1028,Rail Cargo Worker,Agent(e) de fret ferroviaire,Transportation,Transport,Rail,Voies ferrées,Employee,Employé(e),7622,7622 Railway and motor transport labourers,7622 Manoeuvres dans le transport ferroviaire et routier,75211,Railway and motor transport labourers,Manoeuvres dans le transport ferroviaire et routier,1028,Non-supervisor,n,,,n,,"many types of this worker, yardmaster, loadmaster, switchman, etc.",,
1029,Rail Traffic Controller,Contrôleur(euse) de la circulation ferroviaire,Transportation,Transport,Rail,Voies ferrées,Employee,Employé(e),2275,2275 Railway traffic controllers and marine traffic regulators,2275 Contrôleurs / contrôleuses de la circulation ferroviaire et régulateurs / régulatrices de la circulation maritime,72604,Railway traffic controllers and marine traffic regulators,Contrôleurs / contrôleuses de la circulation ferroviaire et régulateurs / régulatrices de la circulation maritime,1029,Non-supervisor,y,y,Rail Traffic Controller in Canada | Labour Market Facts and Figures - Job Bank,n,,,,
1030,Railway Engineer,Mécanicien(ne) de chemin de fer ,Transportation,Transport,Rail,Voies ferrées,Employee,Employé(e),7361,7361 Railway and yard locomotive engineers,7361 Mécaniciens / mécaniciennes de locomotive et de cour de triage,73310,Railway and yard locomotive engineers,Mécaniciens / mécaniciennes de locomotive et de cour de triage,1030,Non-supervisor,y,y,Railway Engineer in Canada | Labour Market Facts and Figures - Job Bank,y,"Eng, pluse Junior Eng, ",,,
1031,Railway Inspector,Inspecteur(rice) ferroviaire ,Transportation,Transport,Rail,Voies ferrées,Employee,Employé(e),7314,7314 Railway carmen/women,7314 Réparateurs / réparatrices de wagons,22231,Engineering inspectors and regulatory officers,Inspecteurs / inspectrices d'ingénierie et officiers / officières de réglementation,1031,Non-supervisor,y,n,Railway Inspector in Canada | Labour Market Facts and Figures - Job Bank,y,"often Regional Rail.. Inspec, but then for a class, signals, infra, equip",fr 72403 to 22231,,
1032,Railway Track Maintenance Worker,Ouvrier(ière) à l'entretien de la voie ferrée,Transportation,Transport,Rail,Voies ferrées,Employee,Employé(e),7314,7314 Railway carmen/women,7314 Réparateurs / réparatrices de wagons,74200,Railway yard and track maintenance workers,Ouvrier(ière) à l'entretien de la voie ferrée,1032,Non-supervisor,y,n - now changed,Railway Track Maintenance Worker in Canada | Labour Market Facts and Figures - Job Bank,n ,,fr 72403 to 74200,,
1033,Assistant Superintendent - Railway,Surintendant(e) adjoint(e) - secteur ferroviaire,Transportation,Transport,Rail,Voies ferrées,Manager,Gestionnaire,7314,7314 Railway carmen/women,7314 Réparateurs / réparatrices de wagons,70020,Managers in transportation,Directeurs / directrices des transports,1033,Non-supervisor,y,n - now changed,Assistant Superintendent - Railway in Canada | Labour Market Facts and Figures - Job Bank,n,,fr 72403 to 70020,,
1034,Superintendent - Rail Operations,Surintendant des opérations ferroviaires,Transportation,Transport,Rail,Voies ferrées,Manager,Gestionnaire,7314,7314 Railway carmen/women,7314 Réparateurs / réparatrices de wagons,70020,Managers in transportation,Directeurs / directrices des transports,1034,Non-supervisor,y,n - now changed,"Superintendent, Rail Operations in Canada | Labour Market Facts and Figures - Job Bank",n,,fr 72403 to 70020,,
1035,Yard Worker - Railway,Ouvrier(ière) de gare de triage - secteur ferroviaire ,Transportation,Transport,Rail,Voies ferrées,Employee,Employé(e),7531,7531 Railway yard and track maintenance workers,7531 Ouvriers / ouvrières de gares de triage et à l'entretien de la voie ferrée,74200,Railway yard and track maintenance workers,Ouvriers / ouvrières de gares de triage et à l'entretien de la voie ferrée,1035,Non-supervisor,y,y,Yard Worker - Railway in Canada | Labour Market Facts and Figures - Job Bank,n,,,,
1036,Repair Ship Owner-operator,Propriétaire-exploitant(e) de navire-atelier,Transportation,Transport,Marine,Marine,Employee,Employé(e),7533,7533 Boat and cable ferry operators and related occupations,"7533 Opérateurs / opératrices de bateau à moteur, de bac à câble et personnel assimilé",75210,Boat and cable ferry operators and related occupations,"Opérateurs / opératrices de bateau à moteur, de bac à câble et personnel assimilé",1036,Non-supervisor,y,y,Repair Ship Owner-operator in Canada | Labour Market Facts and Figures - Job Bank,n,,,,
1037,Road Safety Inspector,Inspecteur(rice) de la sécurité routière,Transportation,Transport,Road,Route,Employee,Employé(e),2262,2262 Engineering inspectors and regulatory officers,2262 Inspecteurs / inspectrices d'ingénierie et officiers / officières de réglementation,22231,Engineering inspectors and regulatory officers,Inspecteurs / inspectrices d'ingénierie et officiers / officières de réglementation,1037,Non-supervisor,y,y,Road Safety Inspector in Canada | Labour Market Facts and Figures - Job Bank,n,,,,
1038,Ship's Captain,Capitaine de navire,Transportation,Transport,Marine,Marine,Employee,Employé(e),2273,"2273 Deck officers, water transport",2273 Officiers / officières de pont du transport par voies navigables,72602,"Deck officers, water transport",Officiers / officières de pont du transport par voies navigables,1038,Non-supervisor,y,y,Ship's Captain in Canada | Labour Market Facts and Figures - Job Bank,n,,,,
1039,Engine Room Crew Member - Ship,Membre d'équipage dans la salle des machines - navires,Transportation,Transport,Marine,Marine,Employee,Employé(e),7532,7532 Water transport deck and engine room crew,7532 Matelots de pont et matelots de salle des machines du transport par voies navigables,74201,Water transport deck and engine room crew,Matelots de pont et matelots de salle des machines du transport par voies navigables,1039,Non-supervisor,y,y,Engine Room Crew Member - Ship in Canada | Labour Market Facts and Figures - Job Bank,n,,,,
1040,Ship's Carpenter,Charpentier(ière) de bord ,Transportation,Transport,Marine,Marine,Employee,Employé(e),7532,7532 Water transport deck and engine room crew,7532 Matelots de pont et matelots de salle des machines du transport par voies navigables,74201,Water transport deck and engine room crew,Matelots de pont et matelots de salle des machines du transport par voies navigables,1040,Non-supervisor,y,y,Ship's Carpenter in Canada | Labour Market Facts and Figures - Job Bank,n,,,,
1041,Ship Purser,Commissaire de marine,Transportation,Transport,Marine,Marine,Employee,Employé(e),6522,6522 Pursers and flight attendants,6522 Commissaires et agents / agentes de bord,64311,Pursers and flight attendants,Commissaires et agents / agentes de bord,1041,Non-supervisor,y,y,Ship Purser in Canada | Labour Market Facts and Figures - Job Bank,n,,,,
1042,Quartermaster,Quartier-maître,Transportation,Transport,Marine,Marine,Employee,Employé(e),7532,7532 Water transport deck and engine room crew,7532 Matelots de pont et matelots de salle des machines du transport par voies navigables,74201,Water transport deck and engine room crew,Matelots de pont et matelots de salle des machines du transport par voies navigables,1042,Non-supervisor,y,y,Quartermaster in Canada | Labour Market Facts and Figures - Job Bank,n,"n for Ship's Q,. But y for Quartermaster - smal vesl, or lead deck hand",,,
1043,Shore Captain - Water Transport,Capitaine à terre - transport maritime ,Transportation,Transport,Marine,Marine,Employee,Employé(e),7451,7451 Longshore workers,7451 Débardeurs / débardeuses,70020,Managers in transportation,Directeurs / directrices des transports,1043,Non-supervisor,y,n - now changed,Shore Captain - Water Transport in Canada | Labour Market Facts and Figures - Job Bank,n,,fr 75100 to 70020,,
1044,Small Craft Operator,Exploitant(e) de petite embarcation,Transportation,Transport,Marine,Marine,Employee,Employé(e),7533,7533 Boat and cable ferry operators and related occupations,"7533 Opérateurs / opératrices de bateau à moteur, de bac à câble et personnel assimilé",75210,Boat and cable ferry operators and related occupations,"Opérateurs / opératrices de bateau à moteur, de bac à câble et personnel assimilé",1044,Non-supervisor,n,y,Small Craft Operator in Canada | Labour Market Facts and Figures - Job Bank,n,,,,
1045,Transportation Superintendent,Surintendant(e) des transports,Transportation,Transport,General Transportation,Transport général,Manager,Gestionnaire,2262,2262 Engineering inspectors and regulatory officers,2262 Inspecteurs / inspectrices d'ingénierie et officiers / officières de réglementation,70020,Managers in transportation,Directeurs / directrices des transports,1045,Non-supervisor,y,n - now changed,Transportation Superintendent in Canada | Labour Market Facts and Figures - Job Bank,y-ish,"in title, Crew Super Trans Sec Ops",fr 22231 to 70020,,
1046,Railway Conductor,Chef de train,Transportation,Transport,Rail,Voies ferrées,Employee,Employé(e),7362,7362 Railway conductors and brakemen/women,7362 Chefs de train et serre-freins,73311,Railway conductors and brakemen/women,Chefs de train et serre-freins,1046,Non-supervisor,y,y,Railway Conductor in Canada | Labour Market Facts and Figures - Job Bank,n,,,,
1047,Transport Compliance officer,Agent(e) d'application de règlements en matière de transport,Transportation,Transport,General Transportation,Transport général,Employee,Employé(e),2262,2262 Engineering inspectors and regulatory officers,2262 Inspecteurs / inspectrices d'ingénierie et officiers / officières de réglementation,43202,By-law enforcement and other regulatory officers,Agents / agentes d'application de règlements municipaux et autres agents / agentes de réglementation,1047,Non-supervisor,y,n - now changed,Transport Compliance Officer in Canada | Labour Market Facts and Figures - Job Bank,n,,fr 22231 to 43202,,
1048,Transport Truck Driver,Conducteur(rice) de camion de transport ,Transportation,Transport,Road,Route,Employee,Employé(e),7511,7511 Transport truck drivers,7511 Conducteurs / conductrices de camions de transport,73300,Transport truck drivers,Conducteurs / conductrices de camions de transport,1048,Non-supervisor,y,y,Transport Truck Driver in Canada | Labour Market Facts and Figures - Job Bank,n,,,,
1049,Cost Financial Analyst,Analyste financier(ière) de coûts de revient ,Transportation,Transport,General Transportation,Transport général,Employee,Employé(e),1122,1122 Professional occupations in business management consulting,1122 Professionnels / professionnelles des services-conseils en gestion aux entreprises,11101,Financial and investment analysts,Professionnels / professionnelles des services-conseils en gestion aux entreprises,1049,Non-supervisor,n,n - now changed,Cost Financial Analyst in Canada | Labour Market Facts and Figures - Job Bank,n,,fr 11201 to 11101,Cost Financial Analyst in Canada | Labour Market Facts and Figures - Job Bank,
1050,Crew Scheduler - Transportation,Préposé(e) à l'affectation des équipages - transport,Transportation,Transport,General Transportation,Transport général,Employee,Employé(e),1526,1526 Transportation route and crew schedulers,1526 Horairistes de trajets et d'équipages,14405,Transportation route and crew schedulers,Horairistes de trajets et d'équipages,1050,Non-supervisor,y,y,Crew Scheduler - Transportation in Canada | Labour Market Facts and Figures - Job Bank,n,,,,
